group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,affix,place_protect,place cloth over teeth before making contact with hard objects,IOU,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,contain,contain_hold,carry objects in pieces of cloth,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,contain,shake_play,shake tumbler with objects inside to make noise,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,anecdotal,dig,dig_unknown,dig in sand with objects for unknown reason,tooling,allocentric,1,object to sand,dynamic,,yes, 1-2,no,,Artaud & Bertrand 1984,1,94,Seen in only one captive animal. Detached branch then removed leaves/bark before digging.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,observational,pound,hammer_open,hammer oysters/gastropods/bivalves/crabs with stones,tooling,allocentric,1,rock to oyster,dynamic,,no,,no,,"Carpenter 1887; Fooden 1995; Gumert, Kluck, and Malaivijitnond 2009; Malaivijitnond et al. 2007",4,93,transport stones. Chose different stones for horizontal and vertical substrates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,anecdotal,pound,hammer_unknown,pound nails/lock with sitck/hammer (likely copying),tooling,allocentric,1,stick to nail,dynamic,,no,,no,,Yerkes 1916,1,93,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,observational/experimental,probe,floss_autogroom,floss teeth with human hair/coconut fibers,tooling,egocentric,1,hair to teeth,dynamic,,yes,1,no,,"Masataka et al. 2009; Matheson et al. 2008; Nonaka 2000; Watanabe, Urasopon & Malaivijitnond 2007",4,97-98,"Widespead in specific area, considered socially learned and possibly a cultural behaviour. pulled hair from women's heads.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,anecdotal,probe,probe_autogroom,probe nostrils with sticks,tooling,egocentric,1,stick to nostril,dynamic,,no,,no,,Fuentes et al 2001,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,anecdotal,reach,probe_allogroom,socially groom using leaves,tooling,allocentric,1,leaf to conspecific,dynamic,,no,,no,,Fuentes et al. 2001 ,1,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,experimental,reach,reach_access,reach reward/objects with rake/stick,tooling,allocentric,1,rake to reward,dynamic,,no,,no,,Artaud & Bertrand 1984; Klüver 1937 (actually 1933); Zuberbühler et al. 1996,3,95,Seen in two captive animals (in separate studies).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,throw,throw_threat,throw sand/rocks/objects at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fascicularis,Long-tailed macaque,,wipe,place_protect,wrap food items in leaves then rubbed,IOU,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,,brandish,present_appease,"present infants (to inhibit aggression - ""agonistic buffering"")",IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,,brandish,shake_threat,shake branches at conspecifics (may entice females),IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,,hang,hang_play,hang rod/chains and swing on them,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,anecdotal,probe,floss_autogroom,floss teeth with macaque hair,tooling,egocentric,1,hair to teeth,dynamic,,no,,no,,"Leca, Gunst & Huffman 2009",1,98,Seen in only one animal (out of 145 studied),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,experimental,probe,reach_access,probe tube with tool for reward,tooling,allocentric,1,tool to tube,dynamic,,yes, 1-2,no,,Tanaka et al 2001; Tokida et al 1994,2,98,"Trained free ranging macaques through shaping. One female used her babies as tools. One female shortened sticks by biting, and detached shrub and removed leaves before using.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,,prop,prop_locomote,prop branches against enclosure to climb,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,experimental,reach,reach_access,reach reward with rakes,tooling,allocentric,1,rake to reward,dynamic,,no,,yes,sequential,"Hihara et al. 2003a, 2003b, 2003c, 2006; Iriki, Tanaka, & Iwamura 1996b; Ishibashi, Hihara, &Iriki 2000; Ishibashi et al. 1999, 2001, 2002; Maravita, & Iriki 2004; Mariyama et al. 2002; Obayashi et al. 2001b, 2002a, 2002b, 2002c, 2003; Yamazaki, Namba, and Iriki 2009",17,96,"sequential use of a short rake to reach a longer rake. One study with negative results (Natale, Potì & Spinozzi 1988)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,anecdotal,scratch,scratch_allogroom,rub stone/stick/food around infant's eye,tooling,allocentric,1,stone to infant,dynamic,,no,,no,,Weinberg & Candland 1981,1,99,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca fuscata,Japanese macaque,,throw,throw_reward,throw stones/sticks to acquire reward,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,,affix,place_play,place cloth on face,IOU,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,experimental,contain,scoop_access,scoop water to drink with objects,tooling,allocentric,1,object to water,dynamic,,no,,no,,Parks & Novak 1993,1,99,Seen in three captive animals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,experimental,probe,reach_access,probe tube with stick/rod to pull out reward,tooling,allocentric,1,stick to tube,dynamic,,no,,no,,"Veino & Novak, 2004",1,98,Seen in only one experimental animal (of 4). One study with negative results (Watson 1908). Mentions the macaque would combine tools to achieve a certain length but no details provided.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,experimental,reach,push_access,push reward through tube with pipe,tooling,allocentric,1,pipe to tube,dynamic,,no,,no,,"Veino & Movak, 2003",1,95,Seen in only one/four captive animals. transported tool betweeen locations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,experimental,reach,reach_access,reach reward with sticks/objects,tooling,allocentric,1,rake to reward,dynamic,,no,,yes,sequential,"Hobhouse 1926; Klüver 1937 (actually 1933); Metevier, Stonemetz & Novak 2006; Schulman 1973; Shepherd 1910; Shurcliff, Brown & Stollnitz 1971; Warden 1940; Warden, Koch & Fjeld 1940",8,95-96,"sequential tool use up to 7 steps (one individual). Shaping necessary to learn use of raking tool. Five studies with negative results even with shaping (Buytendijk in Nellman and Trendelenburg 1926; Drescher & Trendelenburg 1927; Nellman & Trendelenburg 1926, Watson 1908; Yerkes 1916).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,anecdotal,reach,reach_otheraccess,reach food by pushing infant through bars to grab food,tooling,allocentric,1,infant to food,dynamic,,no,,no,,Watson 1908,1,95,Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,experimental,throw,throw_access,throw a stick at food and pull in,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Hobbhouse 1926,2,90,Seen in only one experimental animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca mulatta,Rhesus macaque,,throw,throw_threat,throw roof tiles at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,,drop,drop_threat,drop rod tool to scare conspecifics,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,anecdotal,probe,probe_access,probe cage crevice with wire for mouse,tooling,allocentric,1,wire to crevice,dynamic,,no,,no,,Beck 1980,1,98,Seen in one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,,prop,prop_rest,place branches into fence to sit on,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,experimental,reach,reach_access,reach food with rod,tooling,allocentric,1,rod to food,dynamic,,no,,no,,Beck 1976,1,95,"Social learning. Two studies with negative results (Ferrari et al 2004; Fornalé, Spiezio, and grassi 2008)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,experimental,throw,throw_access,throw a rod on a chain at food to pull it in,tooling,allocentric,1,rod to food,dynamic,,no,,no,,Beck 1976,1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nemestrina,Pig-tailed macaque,,throw,throw_dominance,throw rocks in agonistic display,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nigra,Sulawesi macaque,experimental,probe,dip_access,probe tube with dipping tool for sticky food reward,tooling,allocentric,1,tool to tube,dynamic,,yes,1,no,,Babitz 2000,1,98,Seen in only one experimental animal (of 7). Modified branches to make dipping tool (no more details on how),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nigra,Sulawesi macaque,,prop,prop_rest,place branches into fence to sit on,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca nigra,Sulawesi macaque,,throw,throw_dominance,throw rocks in agonistic display,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca radiata,Bonnet macaque,anecdotal,scratch,scratch_autogroom,scratch vagina with stick/leaf,tooling,egocentric,1,stick to vagina,dynamic,,yes, 1-2,no,,Sinha 1997,1,98-99,"Seen in only one wild animal. Removed laminae of dry leaves, then shortened, or broke sticks into pieces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,anecdotal,absorb,dip_absorb,reach water by dipping leaves inside tree cavity,tooling,allocentric,1,leaf to water,dynamic,,no,,no,,Fitch-Snyder & Carter 1993,1,100,Published in newsletter. Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,,affix,place_protect,place leaves on insects before rubbing them,IOU,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,experimental,contain,scoop_access,scoop water to drink with objects,tooling,allocentric,1,object to water,dynamic,,no,,no,,"Kumar, Kumara & Singh 2008",1,99-100,Example of social transmission.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,anecdotal,jab,jab_open,puncture ant nest with stick,tooling,allocentric,1,stick to nest,static,,no,,no,,Bhat 1990,1,94,Report of observation by Sadananda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,anecdotal,probe,dip_access,probe inside log with stick for peanut butter,tooling,allocentric,1,stick to log,dynamic,,no,,no,,Pietsch 1989,1,98,Seen in several captive animals (unclear how many; source is a newsletter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,experimental,probe,dip_access,probe tube with stick for syrup,tooling,allocentric,1,stick to tube,dynamic,,yes, 1-2,no,,"Westergaard 1988, 1991",2,98,"Seen in 4/9 experimental animals. Detached twigs from large branches, removed tiwgs/leaves. used modified tools longer than non-modified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,,prop,prop_locomote,prop branches against enclosure to climb,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,,prop,prop_rest,place branches into fence to sit on,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca silenus,Lion-tailed macaque,anecdotal,reach,reach_access,reach frogs with stick,tooling,allocentric,1,stick to frog,dynamic,,no,,no,,Pietsch pers. comm.,1,95,Pers. comm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca speciosa,Stump-tailed macaque,,throw,throw_threat,throw sand/stones at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca spp.,Macaques,,drag,roll_threat,roll stones at humans,IOU,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca spp.,Macaques,,drop,drop_threat,drop objects on humans,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca spp.,Macaques,,throw,throw_threat,throw objects,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca sylvanus,Barbary macaque,,brandish,present_appease,"present infants (to inhibit aggression - ""agonistic buffering"")",IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca sylvanus,Barbary macaque,,brandish,shake_threat,shake branches at conspecifics,IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca sylvanus,Barbary macaque,anecdotal,pound,club_hunt,pound scorpions to immobilize,tooling,allocentric,1,stone to scorpion,dynamic,,no,,no,,Davison in Kortlandt and Kooij 1963; deTurckheim and Vachon in Hladik 1973; Watson in Oakley 1961,3,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca sylvanus,Barbary macaque,,throw,throw_threat,throw roof tiles at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca tonkeana,Tonkean macaque,anecdotal,probe,probe_autogroom,probe nostrils with stems,tooling,egocentric,1,stem to nostril,dynamic,,yes,1,no,,Bayart 1982/ Bayart & Anderson 1985; Thierry 1991 in Thierry et al 1994,2,97,Seen in two captive animals (in separate studies). One macaque stripped/shortened stem before use (Thierry).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca tonkeana,Tonkean macaque,,prop,prop_locomote,prop branches against enclosure to climb,IOU,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca tonkeana,Tonkean macaque,experimental,reach,reach_access,reach reward with rod/stalk,tooling,allocentric,1,rod to honey,dynamic,,no,,no,,Anderson 1985; Ueno & Fujita 1998,2,95,Seen in only two captive animals in the group.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Macaca tonkeana,Tonkean macaque,,throw,throw_threat,throw objects,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Mandrillus leucophaeus,Drill,,affix,wipe_selfanoint,wipe branches/oranges on face,IOU,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Mandrillus leucophaeus,Drill,,scratch,scratch_autogroom,rub self against chain,IOU,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Mandrillus leucophaeus,Drill,,throw,throw_threat,throw stones/objects at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Mandrillus sphinx,Mandrill,anecdotal,probe,probe_autogroom,probe inside infected ear with sticks/stems,tooling,egocentric,1,stick to ear,dynamic,,yes,1,no,,Vincent 1973,1,97,Seen in only one captive animal. Detached straws/twigs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Mandrillus sphinx,Mandrill,,throw,throw_threat,throw sand at humans,IOU,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Nasalis larvatus,Proboscis monkey,,throw,throw_threat,break and throw branches at humans,IOU,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,,brandish,present_appease,"present infants (to inhibit aggression - ""agonistic buffering"" or solicit grooming)",IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,,drag,slap_attention,slap dish at experimenter,IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,anecdotal,pry/dig,pry_access, pry/dig pebbles from clay with stick (to ingest),tooling,allocentric,1,stick to pebble,dynamic,,no,,no,,Oyen 1978,1,93-94,Seen in only one wild animal. Also used stick to sort small stones (considered by Shumaker as a multi-function tool),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,anecdotal,reach,reach_access,reach food with stick,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Choudhury pers. Comm.,1,94,Pers. comm. Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,experimental,reach,reach_access,reach food with rod,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Benhar & Samuel 1978,1,95,Seen in two captive animals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboon,anecdotal,wipe,wipe_autogroom,wipe fluid from face using object,tooling,egocentric,1,object to face,dynamic,,no,,no,,"van Lawick–Goodall, van Lawick & Packer 1973",1,100,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio anubis,Olive baboons,,throw,throw_threat,throw stones at humans,IOU,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,experimental,absorb,dip_absorb,dip papertowels inside apparatus reach juice,tooling,allocentric,1,papertowel to juice,dynamic,,no,,no,,"Westergaard 1992, 1993a, 1993b",3,100,Borderline case.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,experimental,contain,scoop_access,scoop water to drink with cups,tooling,allocentric,1,cup to water,dynamic,,no,,no,,"Westergaard 1992, 1993",2,100,Seen in two captive animals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,anecdotal,dig,dig_access,dig crabs out of sand with cuttlefish bone,tooling,allocentric,1,bone to sand,dynamic,,no,,no,,Messeri 1978,1,94,Never actually saw tool in use (found in sand),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,experimental,probe,dip_access,probe tube with dipping tool for sticky food reward,tooling,allocentric,1,tool to tube,dynamic,,no,,no,,"Westergaard 1992, 1993",2,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,anecdotal,probe,fish_access,probe termite nest with branch for insects,tooling,allocentric,1,branch to nest,dynamic,,no,,no,,Broda pers comm,1,97,Pers. comm. Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio cynocephalus,Yellow baboon,anecdotal,reach,reach_access,reach food with stick,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Guillaume & Meyerson 1934,1,,Seen in only one animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,,brandish,present_appease,"present infants (to inhibit aggression - ""agonistic buffering"")",IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,,drag,roll_threat,roll stones at other baboons,IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,anecdotal,pry,pry_unknown,pry with steel bars in crevice (goal unclear),IOU,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,experimental,reach,reach_access,reach food with stick,tooling,allocentric,1,stick to food,dynamic,,no,,no,,"Beck 1972, 1973a; Kats 1972b",3,94,Cooperation seen in Beck 1973a (female gave tool to male),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,experimental,throw,throw_access,throw a rod on a chain at food to pull it in,tooling,allocentric,1,rod to food,dynamic,,no,,no,,"Beck 1972, 1973a",2,91,Seen in only one experimental animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,,throw,throw_reward,throw rod at target,IOU,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio hamadryas,Hamadryas baboon,,throw,throw_threat,throw sand at predators,IOU,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio papio,Guinea baboon,,brandish,present_appease,"present infants (to inhibit aggression - ""agonistic buffering"")",IOU,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ow_monkeys,Papio papio,Guinea baboon,anecdotal,dig,dig_unknown,dig in hole with branch for unknown reason,tooling,allocentric,1,branch to soil,dynamic,,no,,no,,Artaud & Bertrand 1984,1,94,Seen in only one captive animal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
