group,latin_name,species,support,mode,submode,description,tooling_or_IOU,frame_of_reference,number_relations,temporal_order,1_dynamic_relation,2_dynamic_relation,manufacture,steps_manufacture,associative,type_associative,reference,total_references,page,comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_comfort,drape leaves and other materials in nest,IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_comfort,"draping leaves and branches as a ""branch cushion""",IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_play,place objects on head or body,IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_play,draping vegetation on their head or around neck,IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_protect,"using leaves as ""leaf gloves"" to touch spiny fruits and to climb thorny trees",IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,affix,place_protect,holding clumps of grass to climb over electrical wire,IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,affix,place_selfbandage,applying poultices of chewed leaves to wounds on own body,IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_shelter,draping leaves over own body as protection against sun or rain,IOU,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,affix,place_shelter,piling twigs on own body to escape bees,IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,affix,place_sound,applying leaves to mouth to modify vocalisations,IOU,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,bait,present_request,proffer empty cup to entice human to fill beverage into cup,IOU,,,,,,,,,,Russon 2000,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,bait,trade_reward,trade token for food,IOU,,,,,,,,,,"Bräuer, Call, and Tomasello 2009; Dufour et al. 2009",2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,block,block_flood,using objects to block flow of water,IOU,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,block,place_blockade,holding tree to block path of conspecific,IOU,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,block,place_wedge,using object to block sliding door,IOU,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,brandish,fan_thermo,fan oneself with branch for cooling,IOU,,,,,,,,,,Kaplan and Rogers 1994; Rogers and Kaplan 1993,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,brandish,place_camouflage,carrying and hiding behind Detached branches to conceal oneself,IOU,,,,,,,,,,"van Schaik et al. 2003, 2009",2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,brandish,place_ignite,used cup to dip kerosene from a container and plunging a smoldering stick into kerosene,tooling,allocentric,2,1) cup to kerosene 2) stick to kerosene,dynamic,dynamic,no,,yes,sequential,Russon 2000,1,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,brandish,shake_dominance,"shake, brandish, or Wave branches and other object as part of agonistic displays",IOU,,,,,,,,,,Galdikas 1982a; Koehler 1993; Kortlandt 1972; Peters 2001; Schmidt 1878,5,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,brandish,wave_ward,wave twigs to ward off stinging insects,IOU,allocentric,1,twig to insects,dynamic,,yes,1,no,,Rijksen 1978; van Schaik et al. 2003,2,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,brandish,wave_ward,brandishing sticks at dogs,IOU,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,club,club_hunt,use block to hit bee,tooling,allocentric,1,block to target,dynamic,,no,,no,,Dewsbury 2009,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,club,club_threat,hitting conspecific and other animals during agonistic interactions,tooling,allocentric,1,stick to target,dynamic,,yes,>1,no,,"Galdikas 1978a, 1978b, 1982a; Lethmate 1982; Harrison 1963; Rijksen 1978; Rousson 2000; G. Rabb, pers. comm.; Ellis 1975, 1977",10,113,"Orangutans pulled twigs from branches, bit or split off splinters from sticks, and stripped bark from sticks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,club,club_threat,tie a double knot in a rubber hose to make it more rigid and used it to hit a conspecific,tooling,allocentric,1,hose to target,dynamic,,yes,1,no,,Herzfeld and Lestel 2005,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,contain,contain_hold,using leaves to contain food,IOU,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,contain,contain_hold,using containers to transport food or nest materials,IOU,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,contain,jab_access,using utensils to eat in particular hot food,tooling,allocentric,1,stick to food,dynamic,,no,,no,,Galdikas 1982a; Russon 2000,2,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,contain,scoop_access,using containers to  scoop water,tooling,allocentric,1,container to water,dynamic,,no,,no,,Galdikas 1982a; Russon 2000; Knott 1999,3,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,cut,cut_unknown,using a saw to cut wood (likely copying),tooling,allocentric,1,saw to substrate,dynamic,,no,,no,,Russon 2000,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,dig,dig_unknown,dig with stick,tooling,allocentric,1,stick to ground,dynamic,,no,,no,,"Russon 2000; Galdikas 1982a; Galdikas-Brindamour 1975; Harrison 1962a, 1963; Lethmate 1982; Rogers and Kaplan 1993; Ellis 1977",8,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,dig,dig_unknown,dig with paper cup,tooling,allocentric,1,cup to sand,dynamic,,no,,no,,Harper 2001,1,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drag,drag_dominance,dragging branches on the ground (during display),IOU,,,,,,,,,,van Schaik et al. 2009; Rijksen 1978,2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drag,push_dominance,push over large dead trees (snag crash; dominance display),IOU,,,,,,,,,,"Galdikas 1983; van Schaik, van noordwijk, and Wich 2006",2,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drag,roll_dominance,roll plastic drum on the floor (during display),IOU,,,,,,,,,,Shumaker et al 2011,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drag,slap_attention,splash water to draw the attention of conspecifics,IOU,,,,,,,,,,Russon et al. 2010,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,drop,drop_access,drop stone inside tube to push food off a platform,IOU,,,,,,,,,,Walkup 2009,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drop,drop_threat,drop branches at humans or monkeys,IOU,,,,,,,,,,"Wallace 1869; Yerkes and Yerkes 1929; Harrisson 1962; 1963; Kortlandt and Kooij 1963; de Silva 1970; Galdikas 1978a, 1978b, 1982a; Galdikas-Brindamour 1975; Horr 1975, 1977; Rijksen 1974, 1978; P. rodman
 pers. comm.; Schultz 1961; Davenport
 1967; MacKinnon 1971, 1974a, 1974b; Schaller 1961",21,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,drop,drop_threat,drop leaves after modifying specific vocalizations by holding leaves against mouth,IOU,,,,,,,,,,van Schaik et al. 2003; Peters 2001,2,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,drop,drop_threat,drop stone at humans,IOU,,,,,,,,,,Roberts Hastings pers. Comm.,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,drop,spit_raise,spit water inside tube to extract peanut,IOU,,,,,,,,,,Mendes et al. 2007,1,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,hang,hang_play,fixing a sack or hammock to a tree / mesh,IOU,,,,,,,,,,,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,jab,jab_access,jabbing tough-skinned fruit with a stick,tooling,allocentric,1,stick to fruit,dynamic,,no,,no,,Rijksen 1978,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,jab,jab_access,penetrating apple with stick,tooling,allocentric,1,stick to fruit,dynamic,,no,,no,,Walkup 2009,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,jab,jab_access,removed embedded raisins by penetrating them from an enrichment device,tooling,allocentric,1,stick to fruit,dynamic,,yes,1,no,,O’Malley and McGrew 2006,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,jab,jab_hunt,“poke and prompt” ants or bees with probing tools,tooling,allocentric,1,stick to ant / bee,dynamic,,no,,no,,"van Schaik, Fox, and Sitompul 1996",1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,jab,jab_threat,"jabbing leopard, humans and other orangutans with long stick",tooling,allocentric,1,stick to animal,dynamic,,no,,no,,Rijksen 1978; Galdikas (1982a),2,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pound,hammer_destroy,"pounding locks and other parts of the enclosure with stones, pipes and other human artefacts, including use of two dislodged faucets as hammer and chisel",tooling,allocentric,1,hammer to target,dynamic,,yes,1,yes,concurrent,"Rijksen 1974; C. Parker 1969a; B. Beck, pers. obs.; K. Walkup; pers. Obs; J. Ellis 1977; Boulenger 1936; Jantschke 1972; Koehler 1993",8,"114,197",One captive removed two faucets from wall and used as hammer and chisel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pound,hammer_open,"hammer open invertebrate nests, fruits, and solid objects",tooling,allocentric,1,hammer to target,dynamic,,yes,>1,no,,"E. Fox, Sitompul, and van Schaik 1999; van Schaik and Fox 1994; van Schaik, Fox, and Sitompul 1996; van Schaik et al. 2009; Kaplan and Rogers 1994; Galdikas 1982a; Rijksen 1978; Russon 2000; L. Miller and Quiatt 1983",9,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,pound/cut,cut_access,hammer stone against another stone to make flakes then use stone flakes to cut,tooling,allocentric,1,1) hammer stone to stone 2) flake to substrate,dynamic,,yes,1,yes,sequential,"Wright 1972; R. Shumaker, pers. obs.",2,"121,197",Only seen in one captive. Taught. used a tool to make tool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational/experimental,probe,dip_access,insert and probe into sticky rewards ,tooling,allocentric,1,probe to food,dynamic,,yes,>1,no,,"E. Fox, Sitompul, and van Schaik 1999; Sitompul, Fox, and van Schaik 1998; van Schaik, Fox and Sitompul 1996; Van Noordwijk and van Schaik 2005; Harrisson 1963; Rijksen 1978; Ellis 1975; Russon 2000, 2003; Hirata and Ohashi 2003",10,"118,197","tool crafting (multiple steps: 1) detach, 2) remove leaves and/or 3) bark, 4) reshaping of the end by fraying/splitting)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,probe,dip_access,inserting sticks in various enrichment devices,tooling,allocentric,1,stick to food,dynamic,,yes,>1,no,,"C. Becker 1984; C. Buckley 2003; Harper 1992; B. King 1986; Nakamichi 2004; Nogge 1984, 1989; O’Malley and McGrew 2000, 2006; B. Wright 1994",10,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational/experimental,probe,fish_access,insert and probe into insect nests,tooling,allocentric,1,probe to food,dynamic,,yes,>1,no,,"E. Fox, Sitompul, and van Schaik 1999; Sitompul, Fox, and van Schaik 1998; van Schaik, Fox and Sitompul 1996; Van Noordwijk and van Schaik 2005; Harrisson 1963; Rijksen 1978; Ellis 1975; Russon 2000, 2003; Hirata and Ohashi 2003",10,"118,197","tool crafting (multiple steps: 1) detach, 2) remove leaves and/or 3) bark, 4) reshaping of the end by fraying/splitting)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational/experimental,probe,insert_unlock,using sticks / keys / screw drivers in attempt to open locks,tooling,allocentric,1,key to lock,dynamic,,no,,no,,"Furness 1916; Galdikas 1982a; Russon 2000; Yerkes and Yerkes 1929; Döhl and Podolczak 1973; Lethmate 1977a, 1977d, 1978; Rensch and Dücker 1966; Linden 1999",10,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,probe,probe_allogroom,using sticks for allogrooming,tooling,allocentric,1,stick to body,dynamic,,no,,no,,Lethmate 1982,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,probe,probe_autogroom,using sticks for autogrooming teeth and nails,tooling,egocentric,1,stick to body,dynamic,,no,,no,,Lethmate 1982,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,probe,probe_autogroom,pick teeth and clean fingernails,tooling,egocentric,1,stick to teeth,dynamic,,no,,no,,Nogge 1984; Kaplan and Rogers 1994; Shumaker pers observation; van Schaik et al. 2009,4,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,probe,pry_access,scooping out seeds from Neesia fruit with stick,tooling,allocentric,1,probe to food,dynamic,,no,,no,,"E. Fox, Sitompul, and van Schaik 1999; Sitompul, Fox, and van Schaik 1998; van Schaik, Fox, and Sitompul 1996; van Schaik and Knott 2001; an Schaik et al. 2009",5,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,probe,push_access,pushing  food out of tube with a stick,tooling,allocentric,1,stick to food,dynamic,,yes,>1,yes,composite,"Haggerty 1910, 1913; Bourne 1971; Lethmate 1977a, 1977b, 1977d, Martin-Ordas, Call, and Colmenares 2008; Mulcahy and Call 2006a; 2006b; Visalberghi, Fragaszy, and Savage-Rumbaugh 1995, Walkup 2009; Yerkes 1916",12,"120,197",In one task subjects use two short tools together to reach reward in tube task (tool composite).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,probe,reach_access,combining up to 5 sticks to construct tool for tube task,tooling,allocentric,1,stick to food,dynamic,,yes,4,no,,"Lethmate 1977a, 1977b, 1977d",3,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,probe,reach_access,raking food out of tube with a stick,tooling,allocentric,1,stick to food,dynamic,,yes,>1,yes,composite,"Haggerty 1910, 1913; Bourne 1971; Lethmate 1977a, 1977b, 1977d, Martin-Ordas, Call, and Colmenares 2008; Mulcahy and Call 2006a; 2006b; Visalberghi, Fragaszy, and Savage-Rumbaugh 1995, Walkup 2009; Yerkes 1916",12,"120,197",In one task subjects use two short tools together to reach reward in tube task (tool composite).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,bend_locomote,bending trees during travel,IOU,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_access,propping and climbing sticks to access food,IOU,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_locomote,bite through vine to free it to use it for locomotion,IOU,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,prop,prop_locomote,propping stick against house to climb,IOU,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_locomote,placing logs in river as bridges,IOU,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_locomote,using floating objects to cross body of water,IOU,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_locomote,repositioning objects or animals for climbing,IOU,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_locomote,stacking objects on top of each other for climbing,IOU,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,prop,prop_rest,bending branches to form a chair or screen,IOU,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,pry,propel_locomote,"use sticks to propel oneself in dugout
 canoes by paddling",tooling,allocentric,1,stick to substrate,dynamic,,no,,no,,Galdikas 1982a,1,114,Shumaker (p. 196) considers this composite tool use (it is not by our definition) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pry,pry_access,use sticks to pry out individual Neesia seeds,tooling,allocentric,1,stick to seed,dynamic,,no,,no,,"E. Fox, pers. comm.",1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pry,pry_access,use sticks to pry objects loose,tooling,allocentric,1,stick to object,dynamic,,no,,no,,Galdikas 1982a,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,experimental,pry,pry_access,use sticks to pry up apparatus,tooling,allocentric,1,stick to object,dynamic,,no,,no,,"Walkup, Shumaker, and Pruetz 2009, 2010; Döhl and Podolczak 1973; Miles 1994",4,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pry,pry_access,use sticks to pry up objects,tooling,allocentric,1,stick to object,dynamic,,yes,1,no,,"Lethmate 1982; Vosmaer 1778; Camacho 1907, Hornaday 1922, Bradford and Blume 1992; Benchley 1940; C. Darwin 1871; J. Ellis 1975; Yerkes and Yerkes 1929; and Yerkes 1916; C. Parker 1969a",11,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational,pry,pry_enlarge,use sticks as levers to excavate termite mound,tooling,allocentric,1,stick to termite mound,dynamic,,no,,no,,Rijksen 1978,1,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,place_ignite,"using lit cigarettes to set bags on fire, and then moved the burning bags with a stick to set other bags on fire",tooling,allocentric,1,1) cigarette to bag 2) stick to bag,dynamic,dynamic,no,,yes,sequential,Wilkie and Osborn 1912,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_access,using stick to to rake in and acquire floating items,tooling,allocentric,1,stick to object,dynamic,,no,,no,,Russon 2010,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_access,using stick to pull burning pieces of wood from a fire,tooling,allocentric,1,stick to object,dynamic,,no,,no,,Galdikas-Brindamour 1975; Rijksen 1978,2,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_access,"collect straw, twist into rope and use as reaching tool",tooling,allocentric,1,rope to food,dynamic,,yes,1,no,,Sanyal 1902,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_access,"used two sacks as a tool composite to reach an orange (threw one sack, then used the other to pull it in)",tooling,allocentric,1,sack to sack,dynamic,,no,,yes,composite,Yerkes and Yerkes 1929,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,observational/experimental,reach,reach_access,use stick and other materials to rake in food and other desired materials,tooling,allocentric,1,stick to fruit,dynamic,,yes,4,yes,,"Kortlandt and Kooij 1963; Rijksen 1978; Drescher and Trendelenburg 1927; J. Ellis 1975, 1977; Galdikas 1982a; Galdikas-Brindamour 1975; Haggerty 1910, 1913; Herrmann et al. 2007; Jantschke 1972; Koehler 1993; Lethmate 1976a, 1976b, 1976d, 1977a, 1977b, 1977d, 1977e, 1979; Martin-Ordas, Call, and Colmenares 2008; Mulcahy and Call 2006a, 2006b; C. Parker 1968, 1969a; Reuvens in Yerkes and Yerkes 1929; Rijksen 1974, 1978; Sheak 1922; Walkup 2009; Yerkes 1916; Schuster, Smits, and Ullal 2008; G. Rabb pers. comm; Döhl and Lethmate 1986; Call and Tomasello 1994; Mulcahy, Call, and Dunbar 2005",36,"116,196-197","it is just mentioned that the evidence is both observational and experimental here. sequential tool use: successively larger stick used until stick that was long enough (up to 5). In one case a female orangutan used her hair as a rope to reach food, and added a banana, improving its efficiency, making it a metatool (if intentional)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_assess,using stick to assess water depth,tooling,allocentric,1,stick to object,dynamic,,no,,no,,Russon 2010,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
great apes,Pongo spp,Orangutan,anecdotal,reach,reach_explore,using stick to touch dead animal,tooling,allocentric,1,stick to animal,dynamic,,no,,no,,Rijksen 1978,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
